,ID,Rating,Review,Label,Llama-3.1-8B,GPT-4o-Mini
594,297,10,"Brilliant actors and brilliant picture!! I love the chopper scene with the music in the beginning, it is just SO touching and at the same time real but at the same time surrealistic! The Vietnam War was far from human and I believe this movie kind of shows have terrible human beings can act under certain circumstances. Modern war movies are spending so much money on effects. This is just a straight forward smart movie that takes you beyond your imagination. A movie that really pictures evil and hate mixed in fearness and fate. How insane the world is and the power of will and friendship, love and passion. A must seen movie and without any doubts the best war movie ever! Many tried to copy but still there are no movie even close as good as this!!",Positive,Positive,Positive
595,297,2,I've watched the first 15 minutes and I can tell that there was no consultation with any military type personnel. Judith Light's charactor (an officer) has her hair down past her shoulders! One of the first officers that greets her as she walks in to the medical facility she works at is so overweight that his pant pockets gap! No - there was no military advising them on this movie. Even an ex-military enlisted could have assisted here.,Negative,Negative,Negative
596,298,10,"This movie is a must see for any war movie buff. One of the greatest movies of all time and loaded with great quotes such as:<br /><br />Kilgore: If I say its safe to surf this beach Captain, then its safe to surf this beach!<br /><br />Kilgore: Smell that? You smell that? Lance: What? Kilgore: Napalm, son. Nothing in the world smells like that. Kilgore: I love the smell of napalm in the morning. You know, one time we had a hill bombed, for 12 hours. When it was all over, I walked up. We didn't find one of 'em, not one stinkin' dink body. The smell, you know that gasoline smell, the whole hill. Smelled like... victory. Someday this war's gonna end...",Positive,Positive,Positive
597,298,1,"How can you make a joke about Mafia? It is not the kind of subject to laugh at! A near movie cannot make me laugh, because I am comparing it to Jane Austen's Mafia!. Mafia! wasn't a good movie but Hoods is really worse! In Mafia!, there were some good jokes but in this one there are maybe two or three...that make you smile. Not too bad actors but very bad scenario!! We sure prefer something serious like The Godfather. I give it * out of *****.",Negative,Negative,Negative
598,299,8,"It's that film that loads of people hail as a classic - Apocalypse Now, now a re-cut, re-up, Redux 22 years after it's original release.<br /><br />The film is loosely based on Conrad's Heart of Darkness, it's main plot (if it has one) being Capt. Willard's journey on a naval boat through the Vietnam conflict on his way to terminate a rogue Colonel. (Colonel Kurtz) We see the characters and situations he meets, and he tells the Colonel's story along the way.<br /><br />My initial feelings towards the film is that it's not particularly gripping at times, especially early on, but at least a good dose of comedy is put in, in the form of surfing fanatic Col. Kilgore. As the film progresses however, a good deal of tension is built up with Willard's reading through various reports on Col. Kurtz until the end is in sight, when everything comes together and the atmosphere of the film reaches an incredible level and holds it there until the end.<br /><br />The usual aspects everyone looks for in a decent film are all of a good standard. Cinematography in particular stands out as exceptional, and I found the performances of Martin Sheen, Marlon Brando, Robert Duvall and Frederic Forrest to all be worthy of a special mention. The score I found initially sounded out of place, but as the film progressed... I'm not entirely sure if it did actually get better, or it fitted better, or if it had just grown on me, but by the end of the film I was thoroughly enjoying it.<br /><br />This is the second time I have seen the Redux version, (I have seen the original around four times) I'll say now that the first time I saw it I was disappointed. I was expecting a ""classic"" film, with lots of war. The fact that Willard got the mission at the beginning of the film and didn't carry it out until the end had me bored because all of the character interaction on the way that IS the film seemed unnecessary. This is due to the fact that the plot is not entirely defined (as the focus is more on the character and the journey more than the plot), in most cases a second viewing is needed to appreciate the film fully (as with all films that are more character than plot based), as the second time around, you know where the plot is going. I had a similar experience with It's A Wonderful Life, which is now one of my favourite films.<br /><br />With the big four Vietnam films, Apocalypse Now wins over the rest on atmosphere, but lacks the action and involvement of Platoon, the emotional intensity of The Deer Hunter, and cannot really be compared to Full Metal Jacket (probably my favourite of the four). Apocalypse Now is a great piece of work, especially towards the end where it becomes staggering, and is to be recommended for anyone who enjoys a good character based film and doesn't mind some casual violence.",Positive,Positive,Positive
599,299,1,"""Hoods"" doesn't deliver the goods. This half-baked mafia comedy boasts a stellar cast, including Joe Mantegna, Kevin Pollack, Joe Pantoliano, Jennifer Tilly, and Seymour Cassel, along with a number of faces familiar to those who watch crime movies, but it is truly a misfire if there ever was one. Writer & director Mark Malone, best known for writing ""Dead of Winter"" for ""Bonnie & Clyde"" director Arthur Penn, has penned up a pedestrian potboiler that has an ailing but vengeful mob boss Louie Martinelli (Seymour Cassel) dispatching his son Angelo (Joe Mantegna of ""House of Games"") to whack Carmine DellaRosa. It seems that a rival mob fire-bombed one of Pop's warehouses (in the opening scene) and Martinelli wants payback. Trouble is that nobody has a clue as to who Carmine DellaRosa is. In any other mob comedy, such a complication might be amusing, but here is just plain flat. Angelo and a carload of wiseguys, including his best pal Rudy (Kevin Pollack of ""Deterrence"") spend half of the time trying to find out who Carmine is. Neither Rudy nor Angelo want to perform the hit, so they track down a crazy mob hit-man Charlie (Joe Pantoliano of ""Bad Boys"") to do the dirty deed. Before they can convince Charlie to make the hit, they have to locate him, and Charlie's slutty wife Mary (Jennifer Tilly of ""Bound"") reveals that he is locked up in a mental hospital. Our misfit heroes cruise out to the mental hospital and break Charlie out. About half of the movie is over before they discover that Carmine is a kid in short pants (Vincent Berry) who is bland and harmless. Indeed, Carmine has the only decent line in the movie. As our brainless bunch of heroes wheel away from his house with him in the backseat to take care of business, Carmine warns them that they need to get him home in time or his father will kill him. Charlie tries to ice the urchin but he cannot. Instead, he reconnects with his feelings and wants to go back to the mental hospital so he can report the good news to his doctor. Meanwhile, after Charlie decides not to shoot Carmine, the kid gets his paws on the pistol and pops off several aimless rounds. Angelo and he struggle over the automatic. The pistol slips out of their collective hands and hits the ground, goes off, and blows a hole in Rudy's chest. Now, keep in mind that Rudy never wanted to shoot the kid in the first place, and Angelo and he argued over the wrong-headedness of the hit. So Rudy winds up on the ground with a fatal wound, while Angelo struggles to stop the bleeding. Talk about a dull death scene. Angelo is conflicted himself because his father ordered the hit and Angelo fears that dad will do him in if he doesn't execute orders. There is a flashback subplot about Angelo's father teaching him how to handle a gun that provides some insight into Angelo's reluctance to pack a gun.<br /><br />There is nothing remotely redeeming about this depressing comedy with a downer of an ending. Things gets worse, and if you last through this 90 minute nonsense, you'll see what I mean. The comedy is largely laugh-less. Good actors wallow in sketchy roles that aren't even funny. Perhaps director Malone was trying to do another comedy like ""The Gang That Couldn't Shoot Straight."" If he was, he missed by a mile. Big-breasted Jennifer Tilly shows cleavage and snarls through a couple of scenes with Mantegna, but she doesn't do much of anything else. She's the stereotypical slut who doesn't even get naked. A paycheck is the only way to explain the presence of such a talented cast, otherwise this picture is pathetic from start to finish. Initially, I had hoped that this might be a ""Ransom of Red Chief"" knockoff where the kid drives the wiseguys nuts, but no such luck here. Of course, the biggest surprise is that they have to kill a kid, but it's not the kind of a surprise that makes you want to watch it up to its resolution.<br /><br />I actually bought this movie on a Canadian DVD labelÂ—SevilleÂ—and it contains only the most basic special features. If you hate previews that give away the plot, don't watch the trailer. If you ever meet Joe Mantegna, one of your first questions should be why he helped to produce this yawner. It is neither hilarious nor dramatic. There are no quotable lines, and none of the characters stand out as either interesting or sympathetic. The Seville DVD presents the movie in full frame with no subtitles or closed captioning.",Negative,Negative,Positive
600,300,9,"First of all, I believe that this movie is much more appreciated by viewers who have actually read Joseph Conrad's ""Heart Of Darkness"", the book that was the literary basis for the movie. With that said, I believe that this movie is astounding. It is an excellent war film that doesn't so much concentrate on the gore and brutality of the Vietnam Conflict, but more the psychological toll that it took on the young, inexperienced ""kids"" who were sent to fight it. Coppola showed real genius in the art of film-making, using many visuals to help tell the story. The acting I felt was definitely all-around up to par. Marlon Brando's part in the movie is what really got me as far as acting. His elucidation to Willard at the end of the film reels you in, and reveals the hollowness of a man that you've heard about and wanted to see throughout the movie. Those who would consider this just another war movie need to give a detailed look to all the literary elements that are entwined with this film, because there is a great amount of meaning behind it all. In my opinion, this is one of the most sculptured and best-made films of all time.",Positive,Positive,Positive
601,300,1,"Jefferey dahmer was one sick guy. There's not much to say about him that hasn't already been said, except that the many documentaries, and films made about him are probably better than this one. It's Ridiculously cheesy. It's so cheesy, a guy who posted the whole film on youtube added some annotations to make the viewer laugh.<br /><br />Carl Crew (Who's he?) stars as Serial killer Jeffrey dahmer, Who's killing spree began in 1978 with a young guy dahmer just wanted to be friends with, a finally in 1991 with a man he wished to have sex with, and eat.<br /><br />I didn't bother to watch the whole film through. it's basically a documentary that shows all the attacks dahmer pulled off before he got caught. And since this film was made in 1993, one year before dahmer was bludgeoned to death by a fellow inmate, The death of dahmer isn't shown. but it Probably would've been as cheesy as this cheese-fest.<br /><br />1/10",Negative,Negative,Negative
602,301,10,"Francis Ford Coppola's masterpiece was a great ending for a golden decade of American cinema. In the 1970s there was an atmosphere of tolerance, open-mindness, and progressiveness among the studios that allowed the making of major films by a few of the best directors that the United States has ever had. I am not a historian, but all the events that preceded the decade (a few being the violent deaths of major figures of the American political and cultural scenes, the racial struggles, the emergence of the 1960s counter-culture, the increase of violence and death in the streets...) seemed to influence the vision of filmmakers who were willing to dare, be different, and create entertaining and intelligent motion pictures. Coppola's film is a strange blend of humanistic thinking and skillful film-making, following the parameters of war and adventure films, and at the same time subverting them with its flowing reflections on the value of life, the reason of death, or the ethics of war. It is also a passionate work, made against all odds, chronicled in the 1991 documentary ""Hearts of Darkness: A Filmmaker's Apocalypse""; a motion picture that went beyond any previous reflection on the Vietnam war ever to reach the screen. This may not be the definite Vietnam motion picture, but dealing with it Coppola defied the formula of classic melodrama found in two Vietnam movies made simultaneously, ""The Deer Hunter"" and ""Coming Home"", or in latter ones as ""Platoon"" and ""Casualties of War"", before Vietnam became the starting point to make products of any genre, as horror in ""Jacob's Ladder"", or comedies as ""Good Morning, Vietnam"", among the more respectable. Coppola had the courage to take that economic and political conflict as the background of a search for answers to questions faced by any man every day of his life, without betraying the dramatic consequences of that war.",Positive,Positive,Positive
603,301,4,"***Possible spoilers***<br /><br />I've read up on Dahmer a little and saw the new Dahmer film (with the same name) at an earlier time. This movie here concentrates rather much on the victims and killings, too little on Dahmer himself. The film called ""Dahmer"" had the opposite problem, it was too little about his crimes and too much about himself.<br /><br />I did not find the acting to my satisfaction, it had a certain amateur feel too it, especially the probation officer. It also seemed as if the Dahmer acting got worse every time he played against the probation officer actor. But I might be wrong about that.<br /><br />What annoyed me a bit was that some of the scenes were quite disturbing but that the filmmakers seemed to try and show ""the real deal"" about what he did anyway. That is ok - but what I then don't understand is why the guy who ran away from his flat while Dahmer was out getting beer, was not depicted being naked, since that is also how it happened. It's not a big deal, but it just eats away further on the movies quality that such details are left out. What wasn't shown either or not even really hinted was Dahmers sexual obsession with the dead. Again, I don't mind they didn't SHOW it, but at least they could have mentioned it or built it in to the movie somehow.<br /><br />Conclusion: I think the really good Dahmer film is still to be made, a movie that incorporates not only Dahmers crimes but also who he was, and why he did what he did. I think that 1.5 or 2 hours are just not enough to grasp the complexity of it all. This movie was just a cutout (excuse the pun) of Dahmers life and personality and does not give you any 'close to good' insight into his life or personality.<br /><br />4/10",Negative,Negative,Negative
604,302,10,"I decided I need to lengthen up my review for my all time favorite film. Unlike other war films that focus on the event, Apocalypse Now takes the viewer into a psychological head trip. The sheer surrealism makes the body uncomfortable, yet you can't lay your eyes off of it. Based off of Joseph Conrad's Heart Of Darkness, Apocalypse Now slowly descends its protagonist, Willard (Martin Sheen) into madness, most likely the same way Kurtz plunged into insanity. The production of this film is notorious for its delays provided by the monsoon season and for Brando's unprepared performance (he read his lines from cue cards). There is a documentary titled Apocalypse Now: A filmmakers Apocalypse which shows the hell everyone went through in making this.<br /><br />The opening sequence is one of the most famous and popular in any film. As the blade of the helicopters are heard in slow motion and napalm is dropped in the trees, the song ""The End"" by the Doors can be heard. The next shot is of Willard in his bed with the fan on, so the noise of the helicopter coincides with the fan. We are informed that he does special missions for the military, mostly assassinations. When his next mission is given to him, he is baffled. ""Charging a man with murder here is like giving a speeding ticket in the Indy 500."" The man he has to kill was a respected colonel that has gone insane and isolated himself along with tribes people. Kurtz is ordering atrocious acts that are carried out by these people and he must me stopped. Willard does not go alone however. He is carried on a boat with several soldiers and they come across several battles. Along the way, they meet Lieutenant Colonel Bill Kilgore ""Hoorah"" about the war. Willard ponders that if Kilgore is that crazy, what could Kurtz be like. There are many scenes that portray Willards plunge into insanity: The tiger attack, the slaughter of innocent Vietnamese, the nonstop rain, the piled dead bodies scattered about, and the deaths of his crew members. When he reaches the Kurtz compound, he is greeted by the village people and a hippie photojournalist (Dennis Hopper). Instead of assassinating Kurtz right away, Willard begins talking with him and his conscience begins to doubt what he should do. Kurtz, on the other hand wants to die. He is tired of the war and wants to go down as a soldier. Willard kills him with a machete while in unison, a buffalo is sacrificed with several machetes by the people. Once they realize their leader has been slain, instead of killing Willard, they hail him as their new king. Willard rejects the offer and leaves them.<br /><br />The cinematography here is absolutely breathtaking. The colors are grain free, something that is rare in older movies. I can watch it muted and admire the beauty of the scenery.<br /><br />The acting ensemble is terrific, with everyone playing their parts well. Many criticize Brando for some reason, but I think he nails his role as a depressed lunatic who is beaten up by the war.<br /><br />The soundtrack and the score are haunting, and provide the mood for the film. I am wondering what instrument they used in that guitar-like sound when the credits roll? There have been many parodies of this film, but my favorite quote comes from Marge Simpson when she explains to Homer why a character with the same name on a police show is behaving like an idiot: ""Your character provides comic relief for the show, like um, Marlon Brando in Apocalypse Now."" Those who have seen the movie know why this is hilarious.",Positive,Positive,Positive
605,302,3,"""The Secret Life"" starts with the worst possible narrative intro: ""The crimes committed by Jeffrey Dahmer are too horrible to make a film about..."". Okay, so what are you suggesting? That we shouldn't bother to continue watching as the film won't be accurate or bloody, anyway? And they were right, too! The film isn't the least bit shocking and contains almost no blood or gore at all. Although I think that's mainly due to the low budget production values and not because of Dahmer's crimes being too horrific. Basically, ""The Secret Life: Jeffrey Dahmer"" is just one sequence repeated over and over again. Young, pitiful and mentally confused Jeffrey picks up victims (always males, as he was a homosexual), kills them and then talks about how it wasn't his intention to hurt them and about how lonely he is. This gets boring really quick and even the admirable performance by unknown actor Carl Crew can't save this movie from being a total dud. Still, this version is much better than the pretentious and hopelessly muddled ""Dahmer"" that got released in 2002.",Negative,Negative,Negative
606,303,10,"I have always loved the ironic symbolism and brilliant cinematography of Coppola's masterpiece. I was lucky enough to meet Martin Sheen outside the Santa Monica Civic Auditorium one night in 1981, as he waited for Charlie and Emilio to leave a concert. He was very humble about the praise I shared with him for this work of art, especially his portrayal of the young Captain. This is, without a doubt, a must see, a complete 10 and an important part of American Film History. ""Charlie Don't Surf"". Robert Duvall's famous line (the other one) does not need repeating as it has become an oft repeated anthem and his Pattonesque character will long be remembered as a classic American war hawk in the John Wayne tradition. It is a surprise to see how young Laurence Fishburne looks.",Positive,Positive,Positive
607,303,2,"This movie has been done before. It is basically a unoriginal combo of ""Napoleon Dynamite"" and ""Sordid Lives."" There are some funny bits, but otherwise it is a clichÃ© bore. It is a good first film attempt and the director (who also stars in and wrote the feature) shows a lot of promise. But the writing was kind of choppy and the story was not very original. I swear I had heard some of the lines in other films. However, the acting was very good and the film was shot in an interesting way. It is also refreshing to see gay-themed movies not be so bogged down with political correctness and tired stories of angst. The main character seemed fairly well adjusted for a gay teen in rural Texas so no saccharine, coming out drama here!",Negative,Negative,Negative
608,304,10,"Even with all the cinema dealing with the trauma of the Vietnam War (Jacob's Ladder, The Deer Hunter, Apocalypse Now, and Taxi Driver to an extent) one feels that we don't even know the half of what happened. Even contemplating the horror feels inhuman. And a progression - or retreat? - to the inhumanity that it necessitates is a key part of Apocalypse Now, Coppola's greatest and one of the most important films ever made. Loosely based on Joseph Conrad's 1902 classic, ""Heart of Darkness"" which chronicles the loss of sanity and corruption of morality that comes with distance from civilization - a surfacing of a bestial nature, as it were, a la Lord of the Flies - it brings the story of a physical and psychological journey to Vietnam. The story is of Willard, a general commissioned on a special mission to Cambodia after his first tour of duty in Vietnam is served. Willard at the beginning of the film is stuck in Saigon, psychologically unable to go back home - eerily echoing Nicky in The Deer Hunter. So he is contacted: his mission is to assassinate a renegade Green Beret who has isolated himself in a remote outpost on the Nung River, and who has purportedly gone completely insane - worshiped like a god by the natives, and killing indiscriminately. This man's name is Colonel Kurtz, played by Marlon Brando in the second best role of his career (the best being Stanley Kowalski in A Streetcar Named Desire). As Willard journeys upriver in an army boat with some soldiers accompanying, his witnessing the horrors and the insanity - and the overwhelming pointlessness of it all - leads to an eerie sympathy and identification with Kurtz before they even meet. By the time they do, Kurtz's methods don't really seem as wrong or as they should, and they certainly don't seem too unusual or out-of-place. Apocalypse - a place beyond morality, the outpost on the end of the world. The loss of civilization, the loss of judgement, of self. Kurtz's monologue about an atrocity he witnessed as a Green Beret, and his later revelation, is one of the most chilling and well-delivered speeches in cinema history. The film is about trauma, about the human spirit and its breaking point - here, it's a lot like The Deer Hunter, and just as good. Apocalypse, however, takes the boundaries of what we can endure to a global level - Coppola's sweeping footage of the humid, murky jungles of Cambodia and an opening sequence of helicopters amid exploding forests and an orange sky - set to an oddly fitting Doors soundtrack - as well as chilling scenes on the river and of an air raid on a village with Wagner blasting from speakers (a scene which has gone down as one of the most chilling, darkly humorous, and strikingly pointless war scenes ever) - this all contributes to the sense of Apocalypse - the end of the world - and not at some distant point in the future, but Apocalypse Now and forever. The Deer Hunter is much more up close and personal, you can even tell by the title, and shows the totalling effect trauma has on the individual psyche, the breaking down of the human soul, and its ability to either surrender completely to forces of darkness, or to limp on. This is why both films are equal - they are two parts of the same thing. In ""Heart of Darkness"", Kurtz is shown as conflicted between morality (civilization) and his inner savage. In Apocalypse Now, Kurtz has left all conflict behind. He is beyond good and evil. He has let go of morality like a drowning man lets go of a saving hand in the moments before his death. Kurtz indeed is only waiting for death, quoting T. S. Eliot in his temple to himself, lost in the jungle. His last words, and the words echoed at the end of the movie, are, ""The horror...the horror."" He is referring to the infinite void of existence, of the human psyche, and to the pitch black emptiness within his own mind, where atrocities are born again. It is impossible to express in words the experience one goes through watching this film - the experience, in short, that Willard experiences on his journey. The end part, at the outpost, almost in fact comparable to its brother scene in The Deer Hunter, is one of the most deeply, calmly, and seductively disturbing things I've ever seen.",Positive,Positive,Positive
609,304,2,"I wasted enough time actually WATCHING this chore of a movie, I don't want to waste more writing a big review. Not once did I so much as crack a smile. ALL the jokes were boring, forced and lacked any kind of wit. I kept saying, ""wheres the punchline?"" Almost every single character was an obnoxious stereotype and all the situations were clichÃ©d and half the time there wasn't even any kind of solution. Things just happened to get to the next scene. For the life of me I can't understand how this got as many good reviews as it did. If you like clunky acting and poorly composed film making Fat Girls is the movie for you.",Negative,Negative,Negative
610,305,10,"Movies seem to fall into two categories: films that reinforce existing societal values and beliefs, and those that challenge them. This film is a 180-degree shift from the idealistic rhetoric portrayed in offerings like ""The Longest Day"" and ""The Green Berets"" which seem more like Disney fantasies by comparison. The ""Apocalypse Now!"" project, the production and resulting film, is ""Heart of Darkness"" updated into a psychological horror story of the late 20th century post-modernist variety. The cast and crew who worked on it probably could relate to the terrifying places the human mind can achieve. This is the plight of Joseph Conrad's original character Kurtz who came into literary being in 1901 and subsequently referenced in TS Eliot's ""The Hollow Men"" (Mistah Kurtz, he dead) of 1925. Although neither a straight telling of Conrad's ""Heart of Darkness"" (1901) nor a first-hand account of the Vietnam experience, ""Apocalypse Now!"" stands as a masterpiece which pushed on the envelope of cinematic potential. ""Apocalypse"" is not just about the ""horrors"" of war per se, like ""Platoon"" and ""The Deer Hunter"", but the darker sensibilities of human nature as revealed through the raw and demeaning confrontations of violent conflict on a mass scale. Apocalypse Now! is not so much seen as experienced.<br /><br />The bulk of the movie is the journey of a trained secret assassin, Captain Benjamin Willard (Martin Sheen in a tour-de-force performance), aboard a US military boat traversing an unnamed river into the heart of Vietnam and Cambodia where few westerners would ever tread. His mission is to terminate Colonel Kurtz (Marlon Brando), a career army Special Forces Division officer who was the darling of the US Military until he went AWOL and renegade in the deep uncharted jungles between Vietnam, Laos and Cambodia. The official classified report is that the colonel has gone insane but as events play out, something else has happened to him that is far more terrifying than simply insanity. Sheen's mission is to terminate the colonel with the American public none the wiser.<br /><br />The movie is rather episodic. The journey along the river is made up of several vignettes as Sheen and his crew meet different self-contained ""aspects"" of the war at the ground level. American audiences of the 1970's had probably never seen this kind of film-making before, with the possible exception of ""The Deer Hunter"" which was released in the previous year. The first, and one of the most notable, is an helicopter battalion led by Col Kilgore (Robert Duvall in an Oscar-nominated performance) who is a cross between General Robert E Lee and Richard Wagner. He loves to play ""Ride of the Valkyries"" from Wagner's ""The Ring"" when he bombards helpless villages. His line ""I love the smell of Napalm in the morning"" is one of those oft-quoted lines from the annals of cinema. Other encounters include an amphitheater where enlisted privates will be entertained by the likes of Hugh Heffner and Playboy bunnies.<br /><br />Despite all the production catastrophes that impeded getting this footage into the can, the remarkable aspect of this film is its pacing. The original release (not the later Redux version) does a fine of job of building until the viewer is emotionally prepared to deal with the climactic confrontation between Willard and Kurtz. The strange discourse between Willard and Kurtz is worth the price of admission alone. And some of the shots of both Sheen and Brando in certain places are some of the starkest and terrifying images ever produced on film. Not even the likes of Clive Barker, Wes Craven or David Cronenberg have anything on Coppola in terms of horrific imagery. Brando's Kurtz in one scene in particular is so utterly terrifying it makes most other horror movies seem tame by comparison, which comes from the recognition that the horror is not from without but from within.<br /><br />Without giving too much away, Coppola's solution to the climactic moment stands as one of the most innovative of cinematic revelations. According to the documentary ""Hearts of Darkness"", Coppola feared that the inevitable final scene would lapse into melodrama, and the atmosphere of the movie's darker hues would be compromised. He wasn't sure how he could make it work until his wife encouraged the director to witness the ceremonial sacrifice of an ox as practiced by the native people with whom Coppola was using as extras in the scenes with Kurtz at ""his"" village. After the viewing, Coppola had his ending, and it is one of the most simultaneously disturbing and beautiful sequences in the history of American film-making. Love it or hate it, no western viewer will be the same after seeing this scene.<br /><br />This film is not for all tastes just as Conrad's original novel is not the kind of book that will be read on airplanes. It's not just the violence and the pointlessness of violence that are difficult for most American viewers to absorb. It's the naked unveiling of aspects of the human condition that seem so removed from suburban American life that make this film difficult for the average movie-goer to handle, which is as it should be. Coppola did not make a family picture. However, if the viewer can understand its larger point, there is a lot to be gotten out of Apocalypse Now!. If you're looking for a film experience to reaffirm pre-existing attitudes about American sensibility and heroism, better stick with John Wayne. But if you're willing to be taken into places you've never been, even beyond ""the evils of war"" rhetoric, ""Apocalypse Now"" will take you into a world you thought you'd never visited before, and the disturbing part of it is that you may recognize it.",Positive,Positive,Positive
611,305,2,"The premise of the film was very promising - sort of a gay Napoleon Dynamite type of film. And to be fair, there were some funny moments and funny lines but it really wasn't very good overall. The script and dialog felt like a local sketch production, full of clichÃ©s and scenes that were predictable.<br /><br />However, there was enough that was amusing, that I stuck around to see how it finished, since there were hints that something special happens at the end. But it seems that either the film ran out of money or the writer ran out of ideas because the ending is extremely abrupt, almost skipping directly from what looked to be the key conflict in the film to the final credits.<br /><br />Overall, it was very disappointing but not completely unwatchable...",Negative,Negative,Negative
612,306,10,"Captain Willard (Martin Sheen) has been sent on a classified mission into Cambodia during the Vietnam War to assassinate Colonel Kurtz (Marlon Brando) as he has gone completely insane and is no longer taking orders. And since Kurtz is one of the most decorated men in the armed forces, it is hard for Capt. Willard to understand how Col. Kurtz could go off the deep end as he has, killing without clearance and taking the war into his own hands. What possibly could have pushed this great man over the top? Through Willard's long journey through the jungle to find his target, he tries with some success to understand why. But what will he decide to do once he finds him?<br /><br />Any movie that can start out with The Doors' ""The End"" is a great movie in my book, especially if it can flow with the mood and imagery shown with the song. Apocalypse Now does this perfectly. I can't think of anything better for it to be set to, the Vietnam War and the insanity in the soliders' minds that it created. AN is a dark and brutal story about a long journey through some of the hairiest jungle in Vietnam, the ultimate destination of which is murder. Through it's use of music and score alone, we are thrown into a dark world of mystery, violence, and insanity. A perfect example of how to set mood through music alone is this film right here. <br /><br />An overall great cast, with the exception of Laurence Fishburne, of which Sheen and Brando give us more than enough acting skills to spread around on our movie desire bread. I just don't like Fishburne, ever since I found out he was Cowboy Curtis in PeeWee's playhouse my contempt and hatred for this man has increased ten fold. I realize the pettiness of this but I simply do not care. We need to sick Gary Oldman on him. Brando is excellent as Col. Kurtz and I can't think of any other actor that could have played the good man gone insane and hold such screen presence. Sheen is also fun to watch as Willard and we can identify with his questioning of his mission and the war in general. My favorite character in the movie has to be Robert Duvall's Lt. Colonel Kilgore. Before this film I never pictured Duvall as a wartime cowboy but honestly it's my favorite of his parts to date. He simply nailed his character, which is one of the best in the entire film, as the gung-ho Air Cavalry commander who loves to surf. Maybe a little over the top but still brilliant. I also love the smell of napalm in the morning.<br /><br />The plot is a fairly simple one and it doesn't take too much brainpower to figure out what's going on. Willard's mission is to kill Kurtz, plain and simple. But it's the journey of the film that is really it's heart and also the dire situations of war itself. In the Redux version we are forced to sit through the extended French plantation scene and the Playboy bunny scene which really adds nothing to the film's entirety other than it makes it a longer journey. I don't feel they take away anything though, it's just a matter of if you want to watch a three and a half hour movie or the original. Through this journey, the film points out the utter futility and irrelevance of the war to the Americans and the massive effect it had on the soldiers who fought in it...in fact, that's the entire point. On top of that, the troops were not supported by the public and that could very well have helped cause a character like Kurtz' to go completely mad. <br /><br />A big war movie lover, this one is up there with Platoon and The Deer Hunter, all of them classics. I sometimes try to compare films of the same genre to one another but it has gotten me in trouble in the past in my reviews as I have had to go back on what I've said. All three have their own strengths and add their own twist to the Vietnam War....so to really say one is better than the other is fairly pointless...even if after having most recently view AN I think it's a tad better. In the end, Apocalypse Now is a true classic in either version and worthy of the status it's been given. As a fellow reviewer has previously stated, AN is one of the most ambitious films ever made.",Positive,Positive,Positive
